Result Type,Objective,Platform,Ad,Ad Group,Campaign,Spend,Impressions,Clicks,Video Starts,Reach,Video Full Completion,Engagements,Results,Text,Text ID
Impressions,Reach,Twitter,General - Map,Prospective Students/Parents,Dallas Experience | Wave 1 | Awareness | Admissions ,32.5,14690,31,0.0,0.0,0.0,31,14690.0,"Dallas offers absolutely anything and everything. In both work and fun, the vibrant essence of the city is woven into student life, culture and academics. Here are some reasons we love calling it our home.",61
Impressions,Reach,Twitter,General - Students,Prospective Students/Parents,Dallas Experience | Wave 1 | Awareness | Admissions ,34.14,15772,59,0.0,0.0,0.0,59,15772.0,"Dallas offers absolutely anything and everything. In both work and fun, the vibrant essence of the city is woven into student life, culture and academics. Here are some reasons we love calling it our home.",61
Link clicks,Website traffic,Twitter,Gerald Fall Release,Ford Hall Dedication Release,Ford Hall Dedication,120.0,55994,909,0.0,0.0,0.0,2721,297.0,"50,000 square feet of innovation in Dallas. Gerald J. Ford Hall will power new enterprises in the digital world of today and tomorrow.",19
Link clicks,Website traffic,Twitter,HE Athletic Ad,Higher Ed Audience,SMU Athletics Conference,350.0,56202,526,0.0,0.0,0.0,532,118.0,“Make no mistake: SMU has the academic chops and high standards that would make any conference proud.” Dallas Mayor Eric Johnson shares reasons why SMU is primed to ascend to a major athletics conference.,273
Impressions,Reach,Twitter,Hit the (Student) Clubs!,Hit the Clubs - Prospective Students & Parents,"Editorial - Welcome Back, Mustangs!(Copy)",390.82,142582,332,0.0,0.0,0.0,1052,142582.0,Want to build a community and make friends? Or discover new interests and skills? Explore more than 200 student organizations that SMU has to offer.,233
Link clicks,Website traffic,Twitter,How it works: Lab on a Chip,Lab on a Chip Video 1 | June 2021,Lab on a Chip | June 2021,172.53,52935,357,37649.0,0.0,2792.0,440,113.0,Using a single drop of blood- Lab on a Chip can detect immune responses to antibodies in two to three minutes.,229
Impressions,Reach,Twitter,"Innovate, disrupt and transform",Prospective Students/Parents,Dallas Experience | Wave 1 | Awareness | Admissions ,32.64,15023,53,0.0,0.0,0.0,53,15023.0,"More than 60 years ago, Dallas became the birthplace of the integrated circuit, which would become the microchip. Today, we’re home to startup warriors, cyber defenders, biotech wizards, and other innovators who think big and do good.",128
Link clicks,Website traffic,Twitter,Innovation General Ad,Dallas Geographic Area,Innovation Editorial | June 2022,2.12,1155,17,0.0,0.0,0.0,17,15.0,"Tapping business plan tips, a network of mentors, and serious seed funding are just some of the resources SMU students have at their fingertips.",197
Link clicks,Website traffic,Twitter,Innovation General Ad,Entrepreneurship,Innovation Editorial | June 2022,4.96,7082,103,0.0,0.0,0.0,103,78.0,"Tapping business plan tips, a network of mentors, and serious seed funding are just some of the resources SMU students have at their fingertips.",197
Link clicks,Website traffic,Twitter,Innovation General Ad,Higher Ed,Innovation Editorial | June 2022,0.61,4672,61,0.0,0.0,0.0,61,41.0,"Tapping business plan tips, a network of mentors, and serious seed funding are just some of the resources SMU students have at their fingertips.",197
Link clicks,Website traffic,Twitter,Killer Asteroid,Killer asteroid that deleted the dinosaurs also created the Amazon rainforest,April Higher Ed Stories | April 2021,417.11,97604,1103,0.0,0.0,0.0,1128,315.0,"“It took [an asteroid] smashing into Earth to reset these low-latitude ecosystems, putting them on a path to the rich, stratified tropical forests of today in the most productive terrestrial region of the world.”",269
Link clicks,Website traffic,Twitter,Kinder Test 3,Kinder Test | May 2021,May Higher Ed Stories | May 2021,137.91,8704,77,0.0,0.0,0.0,77,21.0,"“When children are missing skills, it usually boils down to something very specific. If we can address what is going on, we can get them past it.” -Diane Gifford, an education professor within SMU Simmons School of Human Development",284
Link clicks,Website traffic,Twitter,Kinder test 2 | May 2021,Kinder Test | May 2021,May Higher Ed Stories | May 2021,785.66,75037,1106,0.0,0.0,0.0,1118,560.0,"Michelle Davis invites the student to sit and settle in to her colorful, U-shaped table. Then she starts the timer. “Just tell me what you know.”",123
Link clicks,Website traffic,Twitter,Lab Chip Graphic,Lab on a Chip Graphic | June 2021 ,Lab on a Chip | June 2021,45.01,8042,51,0.0,0.0,0.0,51,17.0,Tap into the mighty potential of this small device. Our researchers have changed the pace of detecting antibodies to save lives.,196
Link clicks,Website traffic,Twitter,Lab on a Chip,Lab on a Chip,Higher Ed Influencer Stories | January 2021,838.0,237501,3144,0.0,0.0,0.0,3219,930.0,Our team of researchers from @lyleengineering estimate the “Lab on a Chip” test could detect immune responses to the virus in two to three minutes.,144
Link clicks,Website traffic,Twitter,Lab on a Chip Video 2,Lab on a Chip Video 2 | June 2021,Lab on a Chip | June 2021,560.14,107001,901,72970.0,0.0,5541.0,1102,260.0,Using a single drop of blood- Lab on a Chip can detect immune responses to antibodies in two to three minutes.,229
Link clicks,Website traffic,Twitter,Lab on a chip | May 2021,Lab on a chip | May 2021,May Higher Ed Stories | May 2021,94.44,11194,121,0.0,0.0,0.0,123,27.0,Our team of researchers estimate the “Lab on a Chip” test could detect immune responses to the virus in two to three minutes.,143
Link clicks,Website traffic,Twitter,Learning Slump,Catching up to Learning Curve | May 2021 ,May Higher Ed Stories | May 2021,110.74000000000001,7941,86,0.0,0.0,0.0,87,18.0,Our students can recover. SMU education experts offer eight ways for leaders to support teachers and students recovering from the last year's “learning slump.”,141
Link clicks,Website traffic,Twitter,Learning Slump Research 2 | May 2021,Catching up to Learning Curve | May 2021 ,May Higher Ed Stories | May 2021,197.46,18605,178,0.0,0.0,0.0,185,39.0,How can we support our kids in the classroom moving forward? 1. Start with the basics 2. Support our teachers,92
Link clicks,Website traffic,Twitter,Luck of the Draw,Luck of the Draw,Common Connections | January 2021,653.68,162230,2948,0.0,0.0,0.0,2955,1721.0,“It’s the alchemy of sharing an intense time of life with another person that forges a friendship. That’s what happened with us. We weren’t instant best buddies. We grew together as people.” -Jaime Noble Gassmann '02.,272
Link clicks,Website traffic,Twitter,Mark McCoy,Mark McCoy | May 2021,May Higher Ed Stories | May 2021,27.78,4793,52,0.0,0.0,0.0,54,12.0,"His book ""Maps for Time Travelers"" is lauded as “a brilliant introduction to the frontiers of archaeology.” Mark McCoy uses a fictional story about time travel to explain how technology enables archaeologists to reconstruct humanity’s past.",89
Impressions,Reach,Twitter,Meadows Dedicaition,Higher Ed Influencers,Meadows Dedication,75.0,29862,69,17978.0,0.0,443.0,76,29862.0,"Meadows School’s transformation of its visual arts facilities will foster creativity and encourage innovative teaching, creation, exhibition and interdisciplinary collaboration across the Hilltop.",121
Impressions,Reach,Twitter,Meadows Dedication ,Art/Theatre Enthusiasts ,Meadows Dedication,74.99,35537,74,22827.0,0.0,418.0,85,35537.0,"Empowered by new improvements, Meadows School at SMU will further bridge the classic, the contemporary and the emerging frontiers of artistic expression, attracting a gifted community of artists, scholars and visitors from across the region and around the world.",68
Impressions,Reach,Twitter,Meadows Dedication ,DFW Geographical Area,Meadows Dedication,74.99,25385,58,16769.0,0.0,150.0,76,25385.0,"Empowered by new improvements, Meadows School at SMU will further bridge the classic, the contemporary and the emerging frontiers of artistic expression, attracting a gifted community of artists, scholars and visitors from across the region and around the world.",68
Link clicks,Website traffic,Twitter,Metzler Genome Study,Genome Research,Higher Ed Influencers | July 2021,398.14,42648,1277,0.0,0.0,0.0,1341,738.0,"A ball of 4,000-year-old hair frozen in time tangled around a whalebone comb led to the first ever reconstruction of an ancient human genome.",24
Impressions,Reach,Twitter,NACAC research,NACAC Research Ad,NACAC in Houston,225.0,39139,72,0.0,0.0,0.0,72,39139.0,A research team at SMU recently created a sensor that captures critical measurements to help improve our odds of landing on Mars and other planets successfully. Learn more about the ground-breaking research being conducted at SMU.,32
Link clicks,Website traffic,Twitter,NWIC and ATT Center,AT&T Center for Virtualization + Naval Information Warfare Center Pacific,Higher Ed Influencer Stories | February 2021,16.06,694,8,0.0,0.0,0.0,8,2.0,"Our virtualization expertise ?? their technical data. ATT Center for Data Virtualization will lead research and development while NIWC Pacific will lead the application to Navy platforms, and Command & Control and Enterprise systems.",145
Link clicks,Website traffic,Twitter,Native American Managed Wildfires,Ancient New Mexican community Wildfire Management,Higher Ed Influencer Stories | February 2021,166.65,43879,743,0.0,0.0,0.0,760,402.0,You have to know where to apply the heat. An interdisciplinary team shows that centuries-old techniques of wildfire management are still applicable to the present age.,255
Impressions,Reach,Twitter,New Military Ad Tweet,Military Alumni Ad,SoCal Awareness Campaign 1,500.0,161718,318,0.0,0.0,0.0,319,161718.0,"Military alumni scholarships through SMU support students like Connor Simpson '18, '23, who can pursue his MBA online while also on active duty. Learn more about how SMU can help you reach your educational goals.",125
Link clicks,Website traffic,Twitter,Nia Kamau Paid,Nia Kamau | Bridge Stories | Higher Ed Influencers | November 2021,Bridge Stories | Higher Ed Influencers | November 2021,0.63,59,1,0.0,0.0,0.0,1,1.0,An immersive summer internship in economics and public policy allowed Nia Kamau '22 an opportunity to create sustainable social change.,36
Link clicks,Website traffic,Twitter,North Texas Mobility,Transportation Mobility Innovation,Higher Ed Influencer Stories | January 2021,662.0,250697,2605,0.0,0.0,0.0,2618,472.0,We're teaming up to mobilize North Texas. The North Texas Center for Mobility Technologies is intended to strengthen the universities’ capabilities in the transportation sector and to attract mobility technology companies to the region.,239
Link clicks,Website traffic,Twitter,Not Nessie,Reptile Skull | Research Stories | Higher Ed | September 2021,Research Stories | Higher Ed Influencers | September 2021,0.78,177,2,0.0,0.0,0.0,2,1.0,Miguel Marx used a CT scan to reveal parts of the skull that are otherwise difficult to see while it was still partially encased in Angolan rock.,124
Impressions,Reach,Twitter,ORGANIC release: Building & MBA Drive,Dallas Geographic Area,SMU Ignite Kickoff and Pillar Promo,9.83,1680,3,0.0,0.0,0.0,3,1680.0,.@SMUCox is igniting the future of business education! The next generation of business leaders will be empowered to meet grand challenges with meaningful solutions through two bold initiatives that will propel us into our next era of innovation.,13
Impressions,Reach,Twitter,ORGANIC release: Building & MBA Drive,Higher Ed Influencers,SMU Ignite Kickoff and Pillar Promo,28.060000000000002,5073,15,0.0,0.0,0.0,15,5073.0,.@SMUCox is igniting the future of business education! The next generation of business leaders will be empowered to meet grand challenges with meaningful solutions through two bold initiatives that will propel us into our next era of innovation.,13
Impressions,Reach,Twitter,ORGANIC release: Building & MBA Drive,SMU Page Followers,SMU Ignite Kickoff and Pillar Promo,1.02,348,3,0.0,0.0,0.0,3,348.0,.@SMUCox is igniting the future of business education! The next generation of business leaders will be empowered to meet grand challenges with meaningful solutions through two bold initiatives that will propel us into our next era of innovation.,13
Link clicks,Website traffic,Twitter,Our Stories 1,Our Stories | March Editorial | March 2021,March Editorial | March 2021,248.17000000000002,33558,174,24769.0,0.0,994.0,219,56.0,Stories of survival. Stories of adaptation. 3 Mustangs over two years during one pandemic. These are our stories.,193
Link clicks,Website traffic,Twitter,Our Stories 2,Our Stories | March Editorial | March 2021,March Editorial | March 2021,751.8399999999999,108817,571,78905.0,0.0,3034.0,700,157.0,Our stories offer a collective voice of hope as we look forward to a new year on campus.,140
Link clicks,Website traffic,Twitter,P-glycoprotein removes Alzheimer’s-associated toxin from the brain,Alzheimers Drug Research,Higher Ed Influencers | July 2021,1.57,519,6,0.0,0.0,0.0,7,2.0,"“The more we know, the more power we have – and researchers after us – to address and target these devastating diseases.”",280
Impressions,Reach,Twitter,PAID Miller Gift,Dallas Geographic Area,SMU Ignite Kickoff and Pillar Promo,9.809999999999999,1683,3,0.0,0.0,0.0,3,1683.0,"As part of the @SMUCox renovation and expansion project, Katy A. and Kyle Miller ’01 have committed a $5 million gift to establish the Kyle and Katy Miller Courtyard to provide our community with an open, welcoming environment to exchange ideas and build business associations.",42
Impressions,Reach,Twitter,PAID Miller Gift,Higher Ed Influencers,SMU Ignite Kickoff and Pillar Promo,27.630000000000003,4996,23,0.0,0.0,0.0,23,4996.0,"As part of the @SMUCox renovation and expansion project, Katy A. and Kyle Miller ’01 have committed a $5 million gift to establish the Kyle and Katy Miller Courtyard to provide our community with an open, welcoming environment to exchange ideas and build business associations.",42
Impressions,Reach,Twitter,PAID Miller Gift,SMU Page Followers,SMU Ignite Kickoff and Pillar Promo,0.91,315,3,0.0,0.0,0.0,3,315.0,"As part of the @SMUCox renovation and expansion project, Katy A. and Kyle Miller ’01 have committed a $5 million gift to establish the Kyle and Katy Miller Courtyard to provide our community with an open, welcoming environment to exchange ideas and build business associations.",42
Impressions,Reach,Twitter,Paid Campaign Site Promo,Dallas Geographic Area,SMU Ignite Kickoff and Pillar Promo,38.1,6188,12,0.0,0.0,0.0,12,6188.0,"Now is the time to be bold. To propel SMU to the forefront of education and meet tomorrow’s challenges. We are announcing a momentous $1.5 billion, multiyear campaign to empower outstanding students, enrich teaching and research, and enhance our campus and community.",136
Impressions,Reach,Twitter,Paid Campaign Site Promo,Higher Ed Influencers,SMU Ignite Kickoff and Pillar Promo,473.06,76754,163,0.0,0.0,0.0,164,76754.0,"Now is the time to be bold. To propel SMU to the forefront of education and meet tomorrow’s challenges. We are announcing a momentous $1.5 billion, multiyear campaign to empower outstanding students, enrich teaching and research, and enhance our campus and community.",136
Impressions,Reach,Twitter,Paid Campaign Site Promo,SMU Page Followers,SMU Ignite Kickoff and Pillar Promo,37.91,12233,79,0.0,0.0,0.0,82,12233.0,"Now is the time to be bold. To propel SMU to the forefront of education and meet tomorrow’s challenges. We are announcing a momentous $1.5 billion, multiyear campaign to empower outstanding students, enrich teaching and research, and enhance our campus and community.",136
Impressions,Reach,Twitter,Pony Up!,Pony Up - Prospective Students & Parents,"Editorial - Welcome Back, Mustangs!(Copy)",391.0,143294,312,0.0,0.0,0.0,312,143294.0,"Whether you’re celebrating your first Family Weekend or taking in the Celebration of Lights at Dallas Hall, you will find no joy quite like the one that comes from being a Mustang.",246
Link clicks,Website traffic,Twitter,Raleigh Ad,Dallas Geographic Area,Innovation Editorial | June 2022,76.01,21302,3941,19660.0,0.0,15008.0,3942,3938.0,Raleigh Dewan ’23 took two things he was passionate about and put them together: Fighting human trafficking and brewing tea. Read his story and others like his to learn more about how resources at SMU help propel businesses forward.,149
Link clicks,Website traffic,Twitter,Raleigh Ad,Entrepreneurship,Innovation Editorial | June 2022,181.67000000000002,57102,15774,49283.0,0.0,25659.0,15786,15710.0,Raleigh Dewan ’23 took two things he was passionate about and put them together: Fighting human trafficking and brewing tea. Read his story and others like his to learn more about how resources at SMU help propel businesses forward.,149
Link clicks,Website traffic,Twitter,Raleigh Ad,Higher Ed,Innovation Editorial | June 2022,87.12,29825,8355,25648.0,0.0,13215.0,8363,8330.0,Raleigh Dewan ’23 took two things he was passionate about and put them together: Fighting human trafficking and brewing tea. Read his story and others like his to learn more about how resources at SMU help propel businesses forward.,149
Link clicks,Website traffic,Twitter,Raytheon Partnership,Raytheon Partnership | Higher Ed Stories | March 2021,Higher Ed Stories | March 2021,178.98,52374,437,0.0,0.0,0.0,441,113.0,Multi-year partnership will utilize SMU's competency-aware machine learning and human machine teaming to revolutionize future battlespace and warfare strategies.,129
Link clicks,Website traffic,Twitter,Ribbon Cutting | SMU followers | April 2022,SMU followers | April 2022,Washburne Dedication - April - 2022,500.01,28659,438,0.0,0.0,0.0,445,243.0,"The new home for SMU soccer, track, field and cross-country teams was made possible by enthusiastic Mustang donors and fans, led by a $5M gift from Heather and Ray W. Washburne ’84.",207
Link clicks,Website traffic,Twitter,Richard Duschl will join the National Academy of Education,Richard Duschl Academy Announcement,April Higher Ed Stories | April 2021,74.82,25444,190,0.0,0.0,0.0,191,53.0,"“Induction into a National Academy representing your field of expertise is the pinnacle of achievement in one’s career.” -Marc P. Christensen, dean of the Lyle School of Engineering",267
Impressions,Reach,Twitter,Road to R1 Explained,Dallas Geographic Area,SMU Ignite Kickoff and Pillar Promo,226.61,41127,117,0.0,0.0,0.0,117,41127.0,"""Increased research capability means we can think about research with impact, providing more solutions to pressing problems in the world.""- Provost Dr. Elizabeth G. Loboa. Learn more about SMU's path toward landing one of the top research designations in the country.",2
Impressions,Reach,Twitter,Road to R1 Explained,Higher Ed Influencers,SMU Ignite Kickoff and Pillar Promo,86.65,19068,49,0.0,0.0,0.0,51,19068.0,"""Increased research capability means we can think about research with impact, providing more solutions to pressing problems in the world.""- Provost Dr. Elizabeth G. Loboa. Learn more about SMU's path toward landing one of the top research designations in the country.",2
Impressions,Reach,Twitter,Road to R1 Explained,SMU Page Followers,SMU Ignite Kickoff and Pillar Promo,46.37,17750,103,0.0,0.0,0.0,105,17750.0,"""Increased research capability means we can think about research with impact, providing more solutions to pressing problems in the world.""- Provost Dr. Elizabeth G. Loboa. Learn more about SMU's path toward landing one of the top research designations in the country.",2
Link clicks,Website traffic,Twitter,Roos 2,Chris Roos | July 2021,Wildfire Editorial | July 2021,1.1400000000000001,631,7,0.0,0.0,0.0,8,1.0,“It’s no longer a question of whether or not we want to live with fire...It’s what kind of fire do we want to live with?” Chris Roos explores the past for a path to reducing wildfire risk in the present.,270
Link clicks,Website traffic,Twitter,Roos 3,Chris Roos | July 2021,Wildfire Editorial | July 2021,10.4,756,13,0.0,0.0,0.0,13,4.0,"Fueled by @NSF, SMU Professor Chris Roos will return to the field, joined by Kacy Hollenback, his partner at home and on the project. Together, they explore the past for a path to reducing wildfire risk in the present.",83
Link clicks,Website traffic,Twitter,SMU Chemist Grant,SMU chemist and team to study how photosynthesis uses sunlight,April Higher Ed Stories | April 2021,42.53,20866,156,0.0,0.0,0.0,159,28.0,"Doran I.G. Bennett, a theoretical chemist at SMU, has received a grant to study how photosynthesis uses sunlight to support growth in changing environments.",65
Link clicks,Website traffic,Twitter,SMU Paralympic Research | May 2021,Paralympic | May 2021 ,May Higher Ed Stories | May 2021,2794.92,242221,3666,0.0,0.0,0.0,3691,1814.0,"Renowned SMU human speed expert, Peter Weyand weighed in on the rulings for use of prostheses in the Tokyo Olympics.",151
Link clicks,Website traffic,Twitter,SMU Research,SMU Research Capabilities,April Higher Ed Stories | April 2021,141.67000000000002,57521,395,0.0,0.0,0.0,400,95.0,"As a research and data science powerhouse, we're helping Dallas extend its reach nationally and internationally.",40
Link clicks,Website traffic,Twitter,SMU and Air Force Academy forge agreement,Air Force Academy Partnership,Higher Ed Influencers | July 2021,0.58,31,1,0.0,0.0,0.0,1,1.0,"""This partnership will also create invaluable opportunities for our SMU students...putting them in positions of visibility for careers that support Department of Defense initiatives""",6
Link clicks,Website traffic,Twitter,STEM School,West Dallas STEM | May 2021,May Higher Ed Stories | May 2021,55.12,8223,88,0.0,0.0,0.0,89,14.0,"Investing in our community’s children – the problem solvers of the future. The next step of our partnership with @dallasschools and the @Toyota USA Foundation is the opening of the West Dallas STEM School, planned for August 2021.",107
Impressions,Reach,Twitter,Score,Prospective Students/Parents,Dallas Experience | Wave 1 | Awareness | Admissions ,32.83,14830,48,0.0,0.0,0.0,48,14830.0,Dallas area sports and the city’s vibrant shopping scene energize SMU students with big games and an endless number of options. Learn why SMU and Dallas are the place to be.,59
Impressions,Reach,Twitter,See. Do. Live.,Prospective Students/Parents,Dallas Experience | Wave 1 | Awareness | Admissions ,33.2,15206,36,10672.0,0.0,202.0,51,15206.0,"Dallas is home to the largest contiguous urban arts district in the U.S. Join SMU students, Jo ’23 and Adam ‘22, as they take a tour of Dallas’ downtown art district.",60
Link clicks,Website traffic,Twitter,Seeking coexistence in the midst of chaos,Carousel | July 2021,Wildfire Editorial | July 2021,353.84,47525,841,0.0,0.0,0.0,5841,375.0,A photojournalist and an archaeologist make sense of wildfires; one in the present and the other looking to the past. Their perspectives unite on a shared perspective— the necessity of coexistence.,31
Impressions,Reach,Twitter,Serve,Prospective Students/Parents,Dallas Experience | Wave 1 | Awareness | Admissions ,31.64,14337,49,0.0,0.0,0.0,49,14337.0,World-changing begins when you get involved. Learn more about the variety of service opportunities for SMU students on and off campus.,254
Impressions,Reach,Twitter,Shaddock Gift,Dallas Geographic Area,SMU Ignite Kickoff and Pillar Promo,206.75,37765,91,0.0,0.0,0.0,91,37765.0,"A gift from Kim and Bill Shaddock ’74 will establish Shaddock Hall as part of the building renovation project of the @SMUCox School of Business. The $6 million contribution will foster educational excellence through dedicated spaces for learning, research and collaboration.",28
Impressions,Reach,Twitter,Shaddock Gift,Higher Ed Influencers,SMU Ignite Kickoff and Pillar Promo,77.12,17293,46,0.0,0.0,0.0,46,17293.0,"A gift from Kim and Bill Shaddock ’74 will establish Shaddock Hall as part of the building renovation project of the @SMUCox School of Business. The $6 million contribution will foster educational excellence through dedicated spaces for learning, research and collaboration.",28
Impressions,Reach,Twitter,Shaddock Gift,SMU Page Followers,SMU Ignite Kickoff and Pillar Promo,50.07,18760,81,0.0,0.0,0.0,81,18760.0,"A gift from Kim and Bill Shaddock ’74 will establish Shaddock Hall as part of the building renovation project of the @SMUCox School of Business. The $6 million contribution will foster educational excellence through dedicated spaces for learning, research and collaboration.",28
Link clicks,Website traffic,Twitter,Sheffield Annoucement,Sheffield Hall - Announcement,Sheffield Hall | April 2021,8.27,4302,15,0.0,0.0,0.0,15,4.0,"Bryan S. Sheffield Hall will provide students with innovative learning environments, enabling Mustangs to develop critical skills that are vital to success in today’s evolving workplace.",48
Link clicks,Website traffic,Twitter,Sheffield Hall Quotes,Sheffield Hall - Quote,Sheffield Hall | April 2021,722.89,65109,771,0.0,0.0,0.0,2841,306.0,"A $15 million gift from Sharoll and Bryan S. Sheffield ’01 to @SMUCox will empower future entrepreneurs by establishing Bryan S. Sheffield Hall, creating innovative learning environments for students.",22
Link clicks,Website traffic,Twitter,Simmons Ranking,Simmons Rises in Rankings,April Higher Ed Stories | April 2021,267.21999999999997,76218,608,0.0,0.0,0.0,613,189.0,"Within the ranks of national private universities, Simmons also made gains, moving from the top 25 schools to the top 15 schools.",253
Impressions,Reach,Twitter,SoCal - Detecting the Unseen,Detecting the Unseen,SoCal Awareness Campaign 1,547.58,88592,182,59889.0,0.0,1819.0,232,88592.0,SMU researchers were awarded nearly $1 million over the past four years to study landslides on the West Coast using satellite radar imagery.,174
Link clicks,Website traffic,Twitter,Soccer Ad | Collegiate Athletics | April 2022,Collegiate Athletics | April 2022,Washburne Dedication - April - 2022,37.09,15427,74,0.0,0.0,0.0,74,15.0,49 NCAA soccer appearances 40 Top 25 finishes 1 new game-changing stadium,18
Link clicks,Website traffic,Twitter,Stoking the fires of change 2,Chris Roos | July 2021,Wildfire Editorial | July 2021,0.3,450,2,0.0,0.0,0.0,2,0.0,It's no secret wildfire season is beginning earlier and spreading farther. SMU Professor Chris Roos is charting a path forward while looking to the past for guidance.,111
Link clicks,Website traffic,Twitter,TIGAR Protein September,Cancer Treatment | Research Stories | Higher Ed | September 2021,Research Stories | Higher Ed Influencers | September 2021,439.44,40410,1035,0.0,0.0,0.0,1125,345.0,Research team in Dallas has found a way to make chemotherapy drugs more lethal to cancer cells without collateral damage to normal cells.,153
Link clicks,Website traffic,Twitter,Templeton,Templeton Gift Impact,Templeton Gift | March 2021,46.65,13491,114,0.0,0.0,0.0,115,32.0,We can now double the current offerings of the Lyle Engineering Scholar’s Program.,235
Link clicks,Website traffic,Twitter,Templeton PhD,Templeton Gift Impact - PhD,Templeton Gift | March 2021,345.63,102510,851,0.0,0.0,0.0,855,232.0,Our research will change the world.,138
Link clicks,Website traffic,Twitter,Templeton Undergrads,Templeton Gift Impact - Undergraduate,Templeton Gift | March 2021,7.6899999999999995,3369,33,0.0,0.0,0.0,33,7.0,"“This generous commitment underscores the vital nature of research and the importance of student support for the future of SMU and the Lyle School of Engineering,"" -SMU President R. Gerald Turner.",282
Impressions,Reach,Twitter,Texas Today Interview,Dallas Geographic Area,SMU Ignite Kickoff and Pillar Promo,9.86,1673,3,0.0,0.0,0.0,3,1673.0,"SMU Ignited: Boldly Shaping Tomorrow is a fundraising campaign to help empower outstanding students, enrich teaching and research, and enhance the campus and community.",161
Impressions,Reach,Twitter,Texas Today Interview,Higher Ed Influencers,SMU Ignite Kickoff and Pillar Promo,28.630000000000003,5219,20,0.0,0.0,0.0,20,5219.0,"SMU Ignited: Boldly Shaping Tomorrow is a fundraising campaign to help empower outstanding students, enrich teaching and research, and enhance the campus and community.",161
Impressions,Reach,Twitter,Texas Today Interview,SMU Page Followers,SMU Ignite Kickoff and Pillar Promo,0.88,297,3,0.0,0.0,0.0,3,297.0,"SMU Ignited: Boldly Shaping Tomorrow is a fundraising campaign to help empower outstanding students, enrich teaching and research, and enhance the campus and community.",161
Link clicks,Website traffic,Twitter,Ticket Sales,Ticket Sales - DFW Area,Distinguished Alumni Awards,350.0,55529,9152,0.0,0.0,0.0,9153,9133.0,"Come celebrate outstanding leaders in philanthropy, business and civic life at the 2022 SMU Distinguished Alumni Awards. Get your tickets now.",56
Link clicks,Website traffic,Twitter,Titan in a Glass,Titan | Research Stories | Higher Ed | September 2021,Research Stories | Higher Ed Influencers | September 2021,37.85,14894,201,0.0,0.0,0.0,203,67.0,"Recreating the mineral make-up of Titan will reveal insights for researchers working on an upcoming mission to Titan, slated for 2027.",150
Link clicks,Website traffic,Twitter,Track ad | Collegiate Athletics | April 2022,Collegiate Athletics | April 2022,Washburne Dedication - April - 2022,162.89,32848,213,0.0,0.0,0.0,214,59.0,"12 NCAA cross country, track and field titles 18 Top 25 finishes 1 new game-changing stadium",16
Impressions,Reach,Twitter,Untitled ad,Dallas Geographic Area,SMU Ignite Kickoff and Pillar Promo,8.76,1308,0,863.0,0.0,2.0,7,1308.0,"Today, we invite you to join us in lighting the spark that will energize the Hilltop, the city, and the world. Today, the unlimited potential of SMU is ignited! https://t.co/oJEGT5ZtBY",223
Impressions,Reach,Twitter,Untitled ad,Higher Ed Influencers,Higher Ed Stories | November 2021,261.61,39196,79,0.0,0.0,0.0,177,39196.0,"SMU is collaborating with @NVIDIA, investing $11.5 million to dramatically boost the University’s high-performance computing system. It’s a game-changer for artificial intelligence research, with real benefits for North Texas’ growth as a technology hub. https://t.co/1YtYzVDoWf https://t.co/8OY7ABSgJj",166
Impressions,Reach,Twitter,Untitled ad,Higher Ed Influencers,SMU Ignite Kickoff and Pillar Promo,214.51,32450,82,19516.0,0.0,155.0,143,32450.0,"Today, we invite you to join us in lighting the spark that will energize the Hilltop, the city, and the world. Today, the unlimited potential of SMU is ignited! https://t.co/oJEGT5ZtBY",223
Impressions,Reach,Twitter,Untitled ad,SMU Page Followers,SMU Ignite Kickoff and Pillar Promo,5.3,1866,28,1380.0,0.0,10.0,51,1866.0,"Today, we invite you to join us in lighting the spark that will energize the Hilltop, the city, and the world. Today, the unlimited potential of SMU is ignited! https://t.co/oJEGT5ZtBY",223
Link clicks,Website traffic,Twitter,WWH Story,WWH Story | Whitney Wolfe Herd | April 2021,Whitney Wolfe Herd | April 2021,2.38,468,6,0.0,0.0,0.0,6,3.0,"10 years ago, Whitney Wolfe Herd '11 completed her SMU education. In May, she will return as the featured speaker at commencement. How did she get there? Learn more about the bold moves that led to her becoming the youngest woman to take a company public.",15
Link clicks,Website traffic,Twitter,WWH Story 2,WWH Quote | Whitney Wolfe Herd | April 2021,Whitney Wolfe Herd | April 2021,41.980000000000004,11313,166,0.0,0.0,0.0,168,57.0,Taking bold steps to reinvent a kinder internet. Whitney Wolfe Herd leads Bumble on top of a strong foundation developed in her time on The Hilltop.,195
Impressions,Reach,Twitter,"Welcome Back, Mustangs!",Prospective Students & Parents ,"Editorial - Welcome Back, Mustangs!(Copy)",985.86,345732,632,210712.0,0.0,3006.0,862,345732.0,Explore what SMU has to offer for a successful school year.,72
Link clicks,Website traffic,Twitter,Weyand Research,Frosty the Seismometer | August 2021,Higher Ed Stories | August 2021,122.07000000000001,13112,173,0.0,0.0,0.0,176,80.0,Three elite runners were invited to run on the world’s fastest treadmill — at our Locomotor Performance Laboratory directed by Dr. Peter Weyand— to examine the differences between running fast and running far (but still pretty fast).,220
