Result Type,Objective,Platform,Ad,Ad Group,Campaign,Spend,Impressions,Clicks,Video Starts,Reach,Video Full Completion,Engagements,Results,Text,Text ID
Link clicks,Website traffic,Twitter,Weyand Research,Weyand NYT | August 2021,Higher Ed Stories | August 2021,316.96999999999997,29009,462,0.0,0.0,0.0,467,214.0,Three elite runners were invited to run on the world’s fastest treadmill — at our Locomotor Performance Laboratory directed by Dr. Peter Weyand— to examine the differences between running fast and running far (but still pretty fast).,220
Link clicks,Website traffic,Twitter,What a Match,What a Match,Common Connections | January 2021,249.60999999999999,73752,1320,0.0,0.0,0.0,1333,670.0,Let’s be honest. Sharing a dorm room with anyone is awkward at first. So how do roommates get past that and begin to bond? It usually boils down to respect.,117
Link clicks,Website traffic,Twitter,Wildfire link,Wildfire link | July 2021 ,Wildfire Editorial | July 2021,0.01,242,1,0.0,0.0,0.0,1,1.0,"As wildfires and the devastation that follows worsens each year, can we find a way to coexist with them? Today’s flammable landscapes have long human histories that have much to teach us.",43
Impressions,Reach,Twitter,summary_large_image,Higher Ed Influencers,Higher Ed Stories | November 2021,486.05,73056,146,0.0,0.0,0.0,148,73056.0,"North Texas dream team is partnering to launch a collaboration dedicated to leveraging the transformational power of sports to improve the health, activity levels and well-being of kids. @smusimmons ?? @childrens ?? @AndrewsInst https://t.co/ipb6lerChD",135
Link clicks,Website traffic,Twitter,summary_large_image,Lab on a Chip Graphic | June 2021 ,Lab on a Chip | June 2021,222.29,32152,350,0.0,0.0,0.0,370,88.0,"A drop is applied to a microfluidic chip. Then two to three minutes later, you can efficiently detect antibodies in the plasma. Introducing Lab on a Chip https://t.co/Sf3RUtqc62",27
Link clicks,Website traffic,Twitter,summary_large_image,Story Release | July 2021,Wildfire Editorial | July 2021,1539.32,157455,3496,0.0,0.0,0.0,3642,1684.0,"In the blink of an eye, 1,500 structures can be set aflame. Instant, total devastation. Can anything be learned but avoidance? With visuals from @stuartpalley and research from @croos_SMU, we're learning how to stoke the fires of change. https://t.co/htI1tOrbhv",101
Missing Value,Missing Value,audience_network,Baby Supercomputer,Baby Supercomputer,Baby Supercomputer,0.27,222,0,221.0,164.0,21.0,0,164.0,SMU’s newest “baby supercomputer” will help students discover ways to make machines and apps smarter and more accurate.,177
Reach,Missing Value,audience_network,Baby Supercomputer;...and 1 more ad,Baby Supercomputer;...and 1 more ad,Baby Supercomputer;...and 1 more ad,0.0,3,0,3.0,2.0,1.0,0,2.0,SMU’s newest “baby supercomputer” will help students discover ways to make machines and apps smarter and more accurate.,177
Reach,Missing Value,audience_network,Baby Supercomputer;...and 2 more ads,Baby Supercomputer;...and 2 more ads,Baby Supercomputer;...and 2 more ads,0.5900000000000001,350,0,354.0,229.0,25.0,0,229.0,"As SMU’s powerful new supercomputer research system launched on campus, students assembled their own “baby supercomputer.”",38
Reach,Missing Value,audience_network,Meadows Dedication,Meadows Dedication,Meadows Dedication,0.37,248,0,242.0,192.0,14.0,0,192.0,"Meadows School’s transformation of its visual arts facilities will foster creativity and encourage innovative teaching, creation, exhibition and interdisciplinary collaboration across the Hilltop.",121
Missing Value,Missing Value,audience_network,Meadows Dedication;...and 1 more ad,Meadows Dedication;...and 1 more ad,Meadows Dedication;...and 1 more ad,0.63,343,0,342.0,300.0,9.0,0,300.0,"Empowered by new improvements, Meadows School at SMU will further bridge the classic, the contemporary and the emerging frontiers of artistic expression, attracting a gifted community of artists, scholars and visitors from across the region and around the world.",68
Missing Value,Missing Value,audience_network,SoCal Event Recap,SoCal Event Recap,SoCal Event Recap,0.98,32,0,32.0,11.0,24.0,0,0.0,"We had a blast celebrating the Southern California launch of SMU Ignited: Boldly Shaping Tomorrow. The festivities marked an exciting new chapter in SMU’s history, and we are so grateful to our Southern California friends who joined us for the special occasion.",236
Missing Value,Missing Value,audience_network,SoCal Event Recap Ad;...and 1 more ad,SoCal Event Recap Ad;...and 1 more ad,SoCal Event Recap Ad;...and 1 more ad,1.22,135,0,134.0,63.0,57.0,0,0.0,SMU celebrated the Southern California launch of SMU Ignited: Boldly Shaping Tomorrow. The event at SoFi Stadium was attended by more than 200 Mustangs from across the region. Learn more about the event and this exciting initiative.,165
Missing Value,Missing Value,facebook,Ad 1,Ad 1,Ad 1,0.0,23,1,0.0,22.0,0.0,2,1.0,Introducing the SMU class of 2022! Hear from recent graduates as they reflect on their time spent at SMU and share what they have planned next.,104
Link clicks,Missing Value,facebook,Ad 1 December 2021;...and 3 more ads,Ad 1 December 2021;...and 3 more ads,Ad 1 December 2021;...and 3 more ads,181.32,35852,280,0.0,30879.0,0.0,78,280.0,"Capturing images through fog, face identification around corners, and imaging through barriers like the human skull are just some of the potential applications for the technology.",52
Link clicks,Missing Value,facebook,Ad 1-1 - Common Connections,Ad 1-1 - Common Connections,Ad 1-1 - Common Connections,1270.82,170901,1692,108239.0,113674.0,835.0,10,1692.0,"We have really tried to make this a very homey, comfortable place where students can really be who they are and get acceptance for who they are.” Learn more about what life on the Hilltop is all about.",237
Link clicks,Missing Value,facebook,Ad 1-2 - Common Connections;...and 1 more ad,Ad 1-2 - Common Connections;...and 1 more ad,Ad 1-2 - Common Connections;...and 1 more ad,219.35,67599,203,0.0,49426.0,0.0,7,203.0,"We have really tried to make this a very homey, comfortable place where students can really be who they are and get acceptance for who they are.” Learn more about what life on the Hilltop is all about.",237
Link clicks,Missing Value,facebook,Ad 10,Ad 10,Ad 10,233.93,43289,656,0.0,41088.0,0.0,112,656.0,"Two researchers and professors from SMU are leading a team that is creating ""Lab on a Chip,"" a new antibody test that could detect immune responses to viruses in two to three minutes.",225
Missing Value,Missing Value,facebook,Ad 11,Ad 11,Ad 11,0.0,40,0,0.0,35.0,0.0,0,0.0,A multidisciplinary approach to data science and public health paved the way for city leaders to improve the quality of life for residents in infrastrucure deserts in Dallas.,29
Link clicks,Missing Value,facebook,Ad 12,Ad 12,Ad 12,385.04,312283,4399,0.0,295829.0,0.0,373,4399.0,"Ultimately, of the 600 landslides discovered, we have no way to know when they will become catastrophic. The difference is we know where they are, and policymakers on the West Coast can plan ahead of the disasters.",226
Missing Value,Missing Value,facebook,Ad 13,Ad 13,Ad 13,0.01,30,0,0.0,22.0,0.0,0,0.0,Screening protocols to determine who qualifies for “compassionate dialysis” are driving an unintended consequence. The protocols are putting too much strain on the emergency room but understanding the problem can uncover the solution.,180
Link clicks,Missing Value,facebook,Ad 1;...and 2 more ads,Ad 1;...and 2 more ads,Ad 1;...and 2 more ads,292.2,16446,122,0.0,11988.0,0.0,4,122.0,Introducing the SMU class of 2022! Hear from recent graduates as they reflect on their time spent at SMU and share what they have planned next.,104
Missing Value,Missing Value,facebook,Ad 1;...and 3 more ads,Ad 1;...and 3 more ads,Ad 1;...and 3 more ads,1976.6,128122,1487,0.0,87089.0,0.0,513,0.0,Introducing the SMU class of 2022! Hear from recent graduates as they reflect on their time spent at SMU and share what they have planned next.,104
Link clicks,Missing Value,facebook,Ad 1;...and 9 more ads,Ad 1;...and 9 more ads,Ad 1;...and 9 more ads,1471.8799999999999,384326,4083,0.0,350676.0,0.0,1206,4083.0,Introducing the SMU class of 2022! Hear from recent graduates as they reflect on their time spent at SMU and share what they have planned next.,104
Link clicks,Missing Value,facebook,Ad 2,Ad 2,Ad 2,402.88,82723,1256,0.0,79549.0,0.0,260,1256.0,Bringing Big Ideas to Life at SMU,46
Missing Value,Missing Value,facebook,Ad 2 - SMU Giving Day Wave 3;...and 2 more ads,Ad 2 - SMU Giving Day Wave 3;...and 2 more ads,Ad 2 - SMU Giving Day Wave 3;...and 2 more ads,375.74,16738,58,0.0,9864.0,0.0,24,0.0,Shape the future. Give now.,182
Link clicks,Missing Value,facebook,Ad 2 December 2021;...and 3 more ads,Ad 2 December 2021;...and 3 more ads,Ad 2 December 2021;...and 3 more ads,1524.8,239408,7071,0.0,215966.0,0.0,1350,7071.0,"It’s the fourth time Wang, a professor with the Department of Electrical and Computer Engineering in SMU’s Lyle School of Engineering, has won the award.",113
Link clicks,Missing Value,facebook,Ad 2 February 2022;...and 3 more ads,Ad 2 February 2022;...and 3 more ads,Ad 2 February 2022;...and 3 more ads,257.95,62310,287,0.0,53148.0,0.0,71,287.0,"There she goes again. Neha Husein '19 was selected as the first winner of the WEDallas inaugural pitch competition, a decision that completed a two-month cohort for women entrepreneurs.",212
Link clicks,Missing Value,facebook,Ad 2 January 2022,Ad 2 January 2022,Ad 2 January 2022,402.73,75295,316,0.0,65651.0,0.0,25,316.0,"From the beaches of Australia to the bayous of Louisiana, Isabelle finds her inspiration in the places where water meets land. Her next step will take her to further her studies on climate and policymaking at both Oxford and Durham Universities in England.",81
Link clicks,Missing Value,facebook,Ad 2 January 2022;...and 2 more ads,Ad 2 January 2022;...and 2 more ads,Ad 2 January 2022;...and 2 more ads,2021.4,384732,6624,0.0,349037.0,0.0,1075,6624.0,"From the beaches of Australia to the bayous of Louisiana, Isabelle finds her inspiration in the places where water meets land. Her next step will take her to further her studies on climate and policymaking at both Oxford and Durham Universities in England.",81
Link clicks,Missing Value,facebook,Ad 2-1 - Common Connections;...and 1 more ad,Ad 2-1 - Common Connections;...and 1 more ad,Ad 2-1 - Common Connections;...and 1 more ad,379.09,65146,436,36217.0,53966.0,2470.0,16,436.0,"“When I stepped out to the uncomfortable and just decided to get more involved, that’s when I realized, ‘this is a good thing.’” Learn more about what life on the Hilltop is all about.",283
Link clicks,Missing Value,facebook,Ad 2-2 - Common Connections;...and 1 more ad,Ad 2-2 - Common Connections;...and 1 more ad,Ad 2-2 - Common Connections;...and 1 more ad,232.83,83647,204,0.0,57410.0,0.0,5,204.0,“I picked SMU because it was just an amazing environment where I felt like I could be home and become the best version of myself.” Learn more about how you can make your own story at SMU.,265
Link clicks,Missing Value,facebook,Ad 2;...and 2 more ads,Ad 2;...and 2 more ads,Ad 2;...and 2 more ads,3884.89,295477,5314,0.0,240268.0,0.0,912,5314.0,Bringing Big Ideas to Life at SMU,46
Link clicks,Missing Value,facebook,Ad 2;...and 5 more ads,Ad 2;...and 5 more ads,Ad 2;...and 5 more ads,1817.8799999999999,376537,1624,0.0,277057.0,0.0,486,1624.0,Bringing Big Ideas to Life at SMU,46
Missing Value,Missing Value,facebook,Ad 3,Ad 3,Ad 3,629.42,77681,1989,0.0,74475.0,0.0,275,1989.0,"Coding a solution to resolve intestate succession. Madison Arcemont, a recent grad of SMU Dedman School of Law, developed a smart contract using blockchain technology to streamline the legal process.",54
Link clicks,Missing Value,facebook,Ad 3 December 2021;...and 3 more ads,Ad 3 December 2021;...and 3 more ads,Ad 3 December 2021;...and 3 more ads,61.97,17491,76,0.0,15655.0,0.0,42,76.0,"“Our team at SMU is on the forefront of extending computational vibrational spectroscopy into periodic systems and solids, a field with a lot of potential, but still in its infancy.”-Elfi Kraka, chair of the Department of Chemistry at SMU.",276
Link clicks,Missing Value,facebook,Ad 3 February 2022;...and 2 more ads,Ad 3 February 2022;...and 2 more ads,Ad 3 February 2022;...and 2 more ads,1022.1899999999999,124255,3069,0.0,103810.0,0.0,588,3069.0,"“It is an honor to receive this recognition – and responsibility – from the AAAS,” Loboa said. “I am most pleased to be joining the class of 2021 with my colleague, Professor Zhong Lu, whose work...typifies the world-changing, interdisciplinary research our SMU faculty strive to provide.”",268
Link clicks,Missing Value,facebook,Ad 3 January 2022;...and 3 more ads,Ad 3 January 2022;...and 3 more ads,Ad 3 January 2022;...and 3 more ads,660.77,122684,713,0.0,102874.0,0.0,147,713.0,"Could a company train an employee to become more conscientious, even if the worker isn’t invested in improving that trait? A new study suggests yes.",57
